V603 Aql  2421761.5      13.5   1.89 0.05    9
V603 Aql  2421762.5      14.5   2.07 0.10    3
V603 Aql  2421763.5      15.5   2.08 0.11    6
V603 Aql  2421764.5      16.5   2.17 0.06    7
V603 Aql  2421765.5      17.5   2.37 0.06    7
V603 Aql  2421766.5      18.5   2.48 0.08    4
V603 Aql  2421767.5      19.5   2.65 0.06    6
V603 Aql  2421768.5      20.5   2.83 0.08    6
V603 Aql  2421769.5      21.5   2.93 0.06    9
V603 Aql  2421770.5      22.5   3.07 0.11    6
V603 Aql  2421771.5      23.5   3.40 0.06    7
V603 Aql  2421772.5      24.5   3.76 0.08    8
V603 Aql  2421773.5      25.5   3.80 0.07    5
V603 Aql  2421774.5      26.5   3.70 0.13    4
V603 Aql  2421775.5      27.5   3.55 0.05    8
V603 Aql  2421776.5      28.5   3.32 0.04   12
V603 Aql  2421777.5      29.5   3.20 0.03   14
V603 Aql  2421778.5      30.5   3.16 0.05    9
V603 Aql  2421779.5      31.5   3.19 0.05    9
V603 Aql  2421780.5      32.5   3.26 0.06    7
V603 Aql  2421781.5      33.5   3.34 0.05    9
V603 Aql  2421782.5      34.5   3.41 0.04   13
V603 Aql  2421783.5      35.5   3.50 0.07    8
V603 Aql  2421784.5      36.5   3.80 0.11    2
V603 Aql  2421785.5      37.5   3.86 0.05    9
V603 Aql  2421786.5      38.5   3.80 0.05    8
V603 Aql  2421787.5      39.5   3.90 0.06   14
V603 Aql  2421788.5      40.5   3.70 0.05    8
V603 Aql  2421789.5      41.5   3.69 0.04   10
V603 Aql  2421790.5      42.5   3.69 0.05    8
V603 Aql  2421791.5      43.5   3.67 0.06    7
V603 Aql  2421792.5      44.5   3.77 0.06    7
V603 Aql  2421793.5      45.5   3.79 0.09    7
V603 Aql  2421794.5      46.5   3.96 0.05    8
V603 Aql  2421795.5      47.5   4.10 0.05    8
V603 Aql  2421796.5      48.5   4.26 0.15    5
V603 Aql  2421797.5      49.5   4.43 0.10    4
V603 Aql  2421798.5      50.5   4.40 0.15    1
V603 Aql  2421799.5      51.5   4.08 0.07    6
V603 Aql  2421800.5      52.5   3.94 0.06    7
V603 Aql  2421801.5      53.5   3.84 0.05    9
V603 Aql  2421802.5      54.5   3.87 0.03   13
V603 Aql  2421803.5      55.5   3.89 0.03   13
V603 Aql  2421804.5      56.5   3.96 0.06    7
V603 Aql  2421805.5      57.5   3.95 0.06   11
V603 Aql  2421806.5      58.5   4.04 0.05   11
V603 Aql  2421807.5      59.5   4.49 0.06   11
V603 Aql  2421808.5      60.5   4.42 0.10    6
V603 Aql  2421809.5      61.5   4.69 0.05   10
V603 Aql  2421810.5      62.5   4.69 0.06    8
V603 Aql  2421811.5      63.5   4.60 0.09    7
V603 Aql  2421812.5      64.5   4.11 0.04   14
V603 Aql  2421813.5      65.5   3.97 0.05    9
V603 Aql  2421814.5      66.5   4.04 0.05    8
